Artist,Title
Faces,Stone
Diana Ross,I'm Coming Out
Def Leppard,Back In Your Face
J Cole,Rise And Shine
Michael Buble,Jingle Bells
Kirsty Maccoll,My Affair
Youngbloodz,Sean Paul (Get 'em Crunk)
Bon Jovi,King Of The Mountain
Natalie Cole,Someone's Rocking My Dreamboat
Rod Stewart,Blue Skies
Arlo Guthrie,This Troubled Mind Of Mine
Ziggy Marley,Rainbow Country
Whitesnake,Straight For The Heart
Religious Music,For The Beauty Of The Earth
Kenny Rogers,Share Your Love With Me
Robbie Williams,Life Thru A Lens
Glen Campbell,Early Morning Song
Rammstein,Heirate Mich
Linda Ronstadt,Dreams Of The San Joaquin
Donna Summer,Let There Be Peace
Amy Grant,Believe (Theme From Three Wishes)
Heart,Bad Animal
Amy Grant,Grown-Up Christmas List
Bob Seger,Paint Them A Picture
Talking Heads,What A Day That Was
Ray Boltz,Mercy
Randy Travis,Future Mister Me
Toto,2 Hearts
Kenny Rogers,Islands In The Stream
Keith Urban,Thank You
Celine Dion,Ain't Gonna Look The Other Way
Otis Redding,You Don't Miss Your Water
Children,All I Want For Christmas (My Two Front Teeth)
Lynyrd Skynyrd,All Funked Up
Sting,Someone To Watch Over Me
Aled Jones,In The Bleak Midwinter
Depeche Mode,Stripped
Nick Cave,Ho-Ho
Donna Summer,On My Honor
Europe,Tower's Callin'
Elvis Costello,"Cry, Cry, Cry"
Metallica,Crash Course In Brain Surgery
Pearl Jam,Dead Man
Bread,Sweet Surrender
Alice Cooper,Novocaine
Nina Simone,He Was Too Good To Me
Maroon 5,Back At Your Door
Perry Como,As Time Goes By
Cliff Richard,Goodbye Sam - Hello Samantha
Manowar,Hail And Kill
Rod Stewart,Another Heartache
Jennifer Lopez,Again
Ten Years After,Going To Try
Green Day,Macy's Day Parade
Uriah Heep,The Magician's Birthday
Britney Spears,Autumn Goodbye
Adam Sandler,The Mule Session
Judas Priest,Dragonaut
Steve Miller Band,Lt's Midnight Dream
Point Of Grace,Live To Worship
Counting Crows,Floating Over You
Ray Charles,She's On The Ball
Peter Cetera,You Never Listen To Me
LL Cool J,I Need Love
Keith Urban,Your Everything
Gordon Lightfoot,Seven Island Suite
Within Temptation,LOST
O.A.R.,Coalminer
Chris Rea,Sweet Kiss
Kelly Clarkson,Save You
Conway Twitty,Almost Persuaded
Christina Aguilera,Our Day Will Come
Natalie Cole,Until The Real Thing Comes Along
Nightwish,"The Crow, The Owl And The Dove"
Donna Summer,Sand On My Feet
Van Halen,You Really Got Me
Jackson Browne,In My Time
Uriah Heep,Blind Eye
Willie Nelson,Did I Ever Love You
Bob Seger,Bo Diddley
Lenny Kravitz,Flash
Dream Theater,Rite Of Passage
Genesis,In Hiding
Soundgarden,Rowing
Dusty Springfield,Roll Away
Foo Fighters,Stacked Actors
John Prine,There She Goes
Nick Cave,Dead Joe
Radiohead,Faust ARP
Insane Clown Posse,I Stuck Her With My Wang
Dream Theater,The Enemy Inside
Venom,Black Flame (Of Satan)
Willie Nelson,Each Night At Nine
Tim McGraw,You Don't Love Me Anymore
Rolling Stones,Jig-Saw Puzzle
Marillion,No One Can
System Of A Down,Streamline
Ariana Grande,You Will Never Know
Pogues,Night Train To Lorca
Ray Charles,I Chose To Sing The Blues
Donna Summer,Brooklyn
Proclaimers,Bound For Your Love
Jackson Browne,Someday Morning
Ozzy Osbourne,Tonight
Jackson Browne,You're A Friend Of Mine
New Order,Every Little Counts
Perry Como,I'll Always Be With You
New Order,Your Silent Face
Hank Williams Jr.,Outdoor Lovin' Man
Celine Dion,Make You Happy
Mariah Carey,After Tonight
Howard Jones,Let It Flow
Dan Fogelberg,Seeing You Again
O.A.R.,Risen
Slayer,Screaming From The Sky
Steely Dan,Yellow Peril
Ellie Goulding,I Need Your Love
Miley Cyrus,"Love, Money, Party"
Fabolous,Everything Was The Same
Mariah Carey,Irresistible
Kiss,Hate
Thin Lizzy,Sitamoia
Slayer,Consfearacy
Prince,Automatic
Radiohead,I've Seen It All
Iggy Pop,In The Deathcar
Frank Sinatra,Feelings
Rainbow,Self Portrait
Erasure,Stand By Your Man
Conway Twitty,Bad Man
Cyndi Lauper,Stay
R. Kelly,In The Kitchen
Nicki Minaj,Supa Hot
Nitty Gritty Dirt Band,Run With Me
Glen Campbell,Dream Baby (How Long Must I Dream)
Korn,Jingle Balls
Michael W. Smith,I Wanna Tell The World
Kate Bush,The Magician
Louis Jordan,Five Guys Named Moe
Allman Brothers Band,Mean Old World
Tragically Hip,My Music At Work
Fifth Harmony,Everlasting Love
Kari Jobe,We Exalt Your Name
James Taylor,The Blues Is Just A Bad Dream
Perry Como,I'll Remember April
Natalie Cole,Love Is On The Way
X,Dancing With Tears In My Eyes
Eminem,Cocaine
One Direction,Better Than Words
Notorious B.I.G.,Friend Of Mine
Bread,Friends And Lovers
Yngwie Malmsteen,Winds Of War (Invasion)
X-Ray Spex,Plastic Bag
Usher,Take Your Hand
Marianne Faithfull,Last Song
Passenger,27
Ramones,Bye Bye Baby
Alan Parsons Project,The Ring
ZZ Top,Tramp
Rolling Stones,I Want To Be Loved
X-Ray Spex,India
Bon Jovi,Bobby's Girl
Incubus,New Skin
Human League,A Doorway
Pretenders,Mystery Achievement
Sting,This Was Never Meant To Be
Ian Hunter,Michael Picasso
George Jones,As Long As I Live
Leann Rimes,What I Cannot Change
Robbie Williams,Straighten Up And Fly Right
Tom Waits,Altar Boy
Stevie Wonder,Hey Harmonica Man
Tracy Chapman,Going Back
Green Day,Stuck With Me
Guided By Voices,Until Next Time
King Diamond,The Pact
Isley Brothers,Just Came Here To Chill
Steely Dan,Sign In Stranger
Poison,Steel Bar Blues
Helloween,The Invisible Man
Gino Vannelli,Great Lake Canoe
Jimmy Buffett,Escape
Queensryche,White Christmas
John Prine,We Could
Ufo,Lights Out
George Strait,Fool Hearted Memory
Neil Young,Are You Passionate?
Van Morrison,For Mr. Thomas
The Temptations,Psychedelic Shack
Janis Joplin,Stealin'
Michael Buble,Save The Last Dance For Me
Meat Loaf,Standing On The Outside
Kirk Franklin,Brokenhearted
Tom T. Hall,I Flew Over Our House Last Night
Justin Timberlake,Murder
Red Hot Chili Peppers,Road Trippin'
George Jones,Almost Persuaded
Richard Marx,To Where You Are
Roy Orbison,I'm The Man On Susie's Mind
Quarterflash,Night Shift
Peter Gabriel,Blood Of Eden
Who,The Real Me
The Beatles,Leave My Kitten Alone
Carpenters,All You Get From Love Is A Love Song
Fabolous,My Life
Notorious B.I.G.,Juicy
Wet Wet Wet,Don't Want To Forgive Me Now
Whiskeytown,Easy Hearts
Nick Cave,The Lyre Of Orpheus
John Prine,Unwed Fathers
P!nk,Key To My Heart
Adele,That's It I Quit I'm Movin' On
Neil Young,Hippie Dream
Indigo Girls,Something Real
Indigo Girls,Prince Of Darkness
Our Lady Peace,Hope
Tori Amos,Marys Of The Sea
Tracy Chapman,Goodbye
Kenny Loggins,A Love Song
Doobie Brothers,Greenwood Creek
Wilson Phillips,You Won't See Me Cry
Raffi,More We Get Together
Violent Femmes,Dating Days
Air Supply,Spirit Of Love
Metallica,...And Justice For All
Kiss,Secretly Cruel
Toto,Good For You
Aerosmith,Falling In Love
Nick Drake,Runaway Train
Nina Simone,Angel Of The Morning
Josh Groban,Au Jardin Des Sans Pourquoi
R. Kelly,Don't Let Go
Toto,You Are The Flower
Lionel Richie,Touch
U2,Miami
Overkill,Time To Kill
Overkill,Infectious
Rolling Stones,Biggest Mistake
Coldplay,Everglow
Uriah Heep,Angel
Out Of Eden,Greater Love
One Direction,Strong
Drake,Back To Back
The Monkees,Looking For The Good Times
Poison,The Last Song
Heart,Unchained Melody
Frank Sinatra,Could 'Ja
Cher,Carousel Man
Roxette,Secrets That She Keeps
Eurythmics,Baby's Gonna Cry
Otis Redding,Rock Me Baby
Judy Garland,A Foggy Day
Adam Sandler,The Amazing Willy Wanker
Coldplay,No More Keeping My Feet On The Ground
Kenny Rogers,Green Green Grass Of Home
Kiss,Kissin' Time
Uncle Kracker,I Don't Know
Bosson,Simple Man Wishing
Children,A Frog Went A-Courtin
Loretta Lynn,I Won't Forget You
Creedence Clearwater Revival,Gloomy
Nine Inch Nails,"Me, I'm Not"
Barbra Streisand,He Isn't You
Journey,Wildest Dream
Aerosmith,Full Circle
Tori Amos,I Don't Like Mondays
Jimmy Buffett,Distantly In Love
Evanescence,Breathe No More
Walk The Moon,Lisa Baby
Phish,My Mind's Got A Mind Of It's Own
One Direction,Kiss You
Iron Maiden,Road To Hell
Venom,Muscle
Uncle Kracker,Memphis Soul Song
Depeche Mode,The Sinner In Me
Kid Rock,Rock 'n' Roll Pain Train
Diana Ross,I Cried For You
Meat Loaf,Testify
Ufo,Love Is Forever
ZZ Top,Fuzzbox Voodoo
Black Sabbath,Walpurgis
Metallica,My World
Miley Cyrus,Zip-A-Dee-Doo-Dah
Madonna,Laugh To Keep From Crying
David Bowie,Golden Years
One Direction,Total Eclipse Of The Heart
David Bowie,Beat Of Your Drum
Thin Lizzy,Black Rose
Kiss,A Million To One
Ed Sheeran,Pony
Pat Benatar,The Victim
Howard Jones,Cross That Line
Louis Armstrong,"Long, Long Journey"
Chicago,Prima Donna
Natalie Cole,Snowfall On The Sahara
Joni Mitchell,Be Cool
Indiana Bible College,God Bless America
Roy Orbison,Loving Touch
Gordon Lightfoot,Salute
Chaka Khan,I Love You Porgy
Don Moen,Jehovah-Jireh
Adam Sandler,Mr. Bake-O
Dean Martin,Almost Like Being In Love
Air Supply,Who Will Love Me Now
Faith Hill,Bed Of Roses
Dan Fogelberg,To The Morning
Tears For Fears,Secrets
Erasure,Voulez Vous
Clash,Look Here
Kinks,A House In The Country
Phil Collins,Captain Planet Theme Song
Cheap Trick,So Good To See You
Bee Gees,Could It Be
Venom,Satanachist
Pink Floyd,The Fletcher Memorial Home
Emmylou Harris,Alone And Forsaken
John Legend,So High
Rush,Red Barchetta
P!nk,Hiccup
Rihanna,Shut Up And Drive
Loretta Lynn,Color Of The Blues
Lana Del Rey,Mermaid Hotel
Grand Funk Railroad,In Need
HIM,Shatter Me With Hope
Fleetwood Mac,Oh Daddy
Neil Diamond,Make Believe
Kenny Loggins,Lady Luck
Judy Garland,"For You, For Me, For Evermore"
LL Cool J,Live For You
Ice Cube,It's A Man's World
Conway Twitty,Hero For A Day
Oasis,Heroes
Black Sabbath,Gypsy
Dave Matthews Band,After Her
Eric Clapton,Last Night
John Denver,Anthem - Revelation
Devo,Triumph Of The Will
Rolling Stones,Bright Lights Big City
Genesis,Blood On The Rooftops
Snoop Dogg,Back Up Ho
Dream Theater,"Build Me Up, Break Me Down"
Uncle Tupelo,John Hardy
Morrissey,Lost
Gary Valenciano,Each Passing Night
Foo Fighters,Petrol Cb
Dire Straits,Love Over Gold
Marilyn Manson,Birds Of Hell Awaiting
Depeche Mode,Goodbye
Foo Fighters,The Sign
Mariah Carey,Against All Odds
Ace Of Base,Ravine
Cinderella,Second Wind
Bette Midler,Mr. Wonderful
Enigma,The Screen Behind The Mirror
LL Cool J,I'm Bad
Michael W. Smith,Live The Life
Journey,Backtalk
Notorious B.I.G.,Can't You See
Kim Wilde,Chaos At The Airport
Grand Funk Railroad,Bad Time
Counting Crows,Goodnight Elizabeth
Boney M.,Lovin' Or Leavin'
Bee Gees,Country Woman
Usher,I'll Show You Love
Kylie Minogue,Always And Forever
Michael W. Smith,Lord Have Mercy
Waterboys,How Long Will I Love You?
Depeche Mode,Perfect
John Prine,Lake Marie
Lana Del Rey,Lift Your Eyes
Vanilla Ice,Hooked
Guns N' Roses,Human Being
Christina Perri,One Night
Warren Zevon,Poisonous Lookalike
Ramones,Punishment Fits The Crime
Starship,I'll Be There
Kelly Clarkson,How I Feel
The White Stripes,Do
Devo,Man Turned Inside Out
Jimi Hendrix,Message To The Universe
Helloween,We Burn
Gary Numan,Radio Heart
Nina Simone,I Put A Spell On You
Nine Inch Nails,All The Love In The World
Uriah Heep,On The Rebound
Bette Midler,Bang Your Dead!
Bette Midler,I Never Talk To Strangers
Jim Croce,Car Wash
Townes Van Zandt,Ain't Leavin' Your Love
Lou Reed,Revien Cherie
Randy Travis,Horse Called Music
George Strait,All Of Me (Loves All Of You)
Leann Rimes,Talk To Me
Jimmy Buffett,Everybody's Got A Cousin In Miami
Natalie Imbruglia,Against The Wall
King Diamond,Slippery Stairs
Vince Gill,Tryin' To Get Over You
Cher,I Found Someone
Ozzy Osbourne,Go Now
Neil Sedaka,Look Inside Your Heart
Thin Lizzy,Sweet Marie
Maroon 5,Doin' Dirt
Townes Van Zandt,Waiting Around To Die
Dusty Springfield,Let's Talk It Over
Gordon Lightfoot,Movin'
Eurythmics,Party Town
Justin Bieber,Kiss and Tell
Conway Twitty,Blue Suede Shoes
Phish,Sleeping Monkey
Gino Vannelli,Jack Miraculous
Whitney Houston,Love That Man
You Am I,Stray
Notorious B.I.G.,B.I.G. Interlude
Fleetwood Mac,Family Man
Isley Brothers,Behind A Painted Smile
Leo Sayer,Where Did We Go Wrong
Grateful Dead,Silver Threads And Golden Needles
O.A.R.,The Fallout
Dolly Parton,Both Sides Now
Willie Nelson,Blue Skies
Kinks,Brother
Keith Urban,Homespun Love
Leonard Cohen,Winter Lady
Dolly Parton,As Much As Always
Waylon Jennings,It Should Be Easier Now
Ace Of Base,Tokyo Girl
Ramones,It's Not For Me To Know
Beach Boys,Little Saint Nick
Nickelback,Do This Anymore
Xscape,Love's A Funny Thing
Bob Marley,Put It On
Judy Garland,Singin' In The Rain
Arlo Guthrie,The Motorcycle Song (In Album Arlo)
Reo Speedwagon,Our Time Is Gonna Come
Whitesnake,Would I Lie To You
Engelbert Humperdinck,Everybody's Talkin'
Pretenders,Dance!
INXS,Good Times
Alice Cooper,"Changing, Arranging"
Alison Krauss,Simple Love
Doris Day,Over The Rainbow
Nick Drake,Free Ride
One Direction,You Don't Know You're Beautiful
Vanessa Williams,Who Were You Thinkin' 'bout?
Janis Joplin,Women Is Losers
Roy Orbison,Changes
Metallica,Prince Charming
Indigo Girls,High Horse
System Of A Down,Science
Thin Lizzy,Whiskey In The Jar
Reba Mcentire,I Keep On Lovin' You
Arlo Guthrie,Guantanamera
Gloria Estefan,Arbolito De Navidad
Metallica,The Wait
Blur,Where'd You Go?
U2,New Year's Day
George Strait,I'd Just As Soon Go
Indigo Girls,I Don't Wanna Talk About It
Iggy Pop,Death Is Certain
Slayer,Public Display Of Dismemberment
Warren Zevon,They Moved The Moon
Iron Maiden,I've Got The Fire!
Mc Hammer,Addams Groove
Clash,Junco Partner
Enrique Iglesias,Dirty Dancer
Pink Floyd,A Pillow Of Winds
Stevie Wonder,Happier Than The Morning Sun
Stevie Wonder,Come Back Baby
Ray Charles,Is There Anyone Out There?
Rage Against The Machine,Year Of The Boomerang
Conway Twitty,Honky Tonk Song
Ray Charles,Honey Honey
Toto,After You've Gone
Moody Blues,In The Bleak Midwinter
Joni Mitchell,Turbulent Indigo
Moody Blues,Love Is On The Run
Jennifer Lopez,Love
Fun.,We Are Young
Bonnie Raitt,Nick Of Time
Scorpions,Daddy's Girl
Independence Day,God Bless America
Neil Diamond,Heartlight
Offspring,Head Around You
Ocean Colour Scene,Emily Chambers
Linda Ronstadt,For A Love
Flo-Rida,Takeover
Zeromancer,Stop The Noise
XTC,Statue Of Liberty
Ten Years After,"50,000 Miles Beneath My Brain"
Bob Dylan,Cry A While
Status Quo,Nothing Comes Easy
Indigo Girls,Closer To Fine
Ying Yang Twins,The Nerve Calmer
Keith Urban,Georgia Woods
R. Kelly,One Man
Kylie Minogue,Cover Me With Kisses
Conway Twitty,Hard Act To Follow
Luther Vandross,She Saw You
Christina Aguilera,The Right Man
Styx,Summer In The City
Pretenders,Criminal
Cheap Trick,I Don't Love Here Anymore
"Harry Connick, Jr.",For Once In My Life
Weezer,Smart Girls
"Harry Connick, Jr.",Parade Of The Wooden Soldiers
HIM,Dying Song
Van Morrison,Friday's Child
Christy Moore,Giuseppe
Utopia,Mimi Gets Mad
Alabama,Joseph And Mary's Boy
Conway Twitty,Danny Boy
Etta James,Stop The Wedding
Ella Fitzgerald,As Long As I Live
U2,Daddy's Gonna Pay For Your Crashed Car
Loretta Lynn,Sometimes You Just Can't Win
Roy Orbison,Mean Woman Blues
Patsy Cline,Imagine That
Yellowcard,Empty Apartment
Styx,Pieces Of Eight
Air Supply,Bread And Blood
David Bowie,I Can't Explain
Insane Clown Posse,Mr. Rotten Treats
Chris Brown,Main Chick
Marillion,You're Gone
Tom Jones,Looking Out My Window
Eddie Cochran,Rollin'
Luther Vandross,A Kiss For Christmas
Ace Of Base,The Juvenile
Travis,Re-Offender
Cyndi Lauper,Three Ships
Rick Astley,Just Good Friends
Mary Black,Flesh And Blood
Freestyle,Make Love
Sublime,Same In The End
Squeeze,The Apple Tree
Aled Jones,Make Me A Channel Of Your Peace
Adam Sandler,Listenin' To The Radio
Falco,Not Time For Revolution
Kris Kristofferson,The Sabre And The Rose
Tim McGraw,When The Stars Go Blue
Ozzy Osbourne,Perry Mason
Kelly Clarkson,Sober
Aerosmith,Just Feel Better
Kirk Franklin,Down To The River From O Brother Where Art Thou
Justin Bieber,Gas Pedal Remix
Rush,Annihilation Gun
Air Supply,Tonite
Richard Marx,Colder
Scorpions,Hit Between The Eyes
Bob Dylan,If Dogs Run Free
Johnny Cash,Everybody's Trying To Be My Baby
Kelly Family,An Angel
Eurythmics,The Last Time
Glee,Hopelessly Devoted To You
Phish,Kissed By Mist
Marianne Faithfull,Pirate Jenny
Tragically Hip,Impossibilium
Taylor Swift,Eyes Open
Pet Shop Boys,Twentieth Century
Face To Face,You Lied
Jimmy Buffett,Burn That Bridge
Whitesnake,Fool For Your Loving
Deep Purple,Knocking At Your Back Door
Ten Years After,Working On The Road
Tim McGraw,Love You Goodbye
Miley Cyrus,FU
Linda Ronstadt,I Go To Pieces
Nitty Gritty Dirt Band,I'll Be Faithful To You
Doors,The End-Live In Florida
Tool,Parabola
America,Garden Of Peace
Tears For Fears,Size Of Sorrow
The Temptations,Don't Send Me Away
Mazzy Star,I'm Gonna Bake My Biscuit
Steely Dan,Let George Do It
Uncle Tupelo,The Long Cut
Judas Priest,Don't Go
Westlife,In This Life
Drake,The Winner
Bing Crosby,Singing Hills
Violent Femmes,She Went To Germany
Bette Midler,One For My Baby
New Order,As It Is When It Was
Foo Fighters,On The Mend
Uncle Tupelo,Factory Belt
Ozzy Osbourne,Here For You
Jimi Hendrix,Bold As Love
Whitesnake,Here I Go Again
Unwritten Law,Sorry
James Taylor,Sweet Potato Pie
Widespread Panic,Makes Sense To Me
Ten Years After,Here They Come
Rush,Ii. Apollo: Bringer Of Wisdom
Oasis,It's Getting Better
Ramones,Gabba Gabba Hey
Janis Joplin,Magic Of Love
John Legend,Tonight
Westlife,On My Shoulder
Donna Summer,Lush Life
Celine Dion,Be The Man
Carly Simon,Devoted To You
INXS,Hungry
Megadeth,Coming Home
Unearth,Vanishment
Europe,Doghouse
Gary Valenciano,That's Why
Frank Sinatra,"Anytime, Anywhere"
Yello,Pumping Velvet
Jason Mraz,Did You Get My Message?
Josh Groban,All I Ask Of You
Grateful Dead,I Know You Rider
Imago,Akap
Cake,Hem Of Your Garment
The Beatles,Good Night
Rainbow,Stargazer
Eric Clapton,Hoodoo Man
Randy Travis,Highway Junkie
Kris Kristofferson,Shake Hands With The Devil
Celine Dion,I'm Alive
Utopia,Secret Society
Meat Loaf,Where Angels Sing
Waylon Jennings,I Just Can't Wait
Michael Jackson,Dangerous
Divine,I Never Thought
Devo,I'd Cry If You Died
Europe,'til My Heart Beats Down Your Door
Waterboys,Corn Circles
Otis Redding,You're Still My Baby
Fastball,Red Light
Kinks,Funny Face
Insane Clown Posse,Juggla
Nick Cave,Stow-A-Way
LL Cool J,New York Gangstas
Ingrid Michaelson,A Bird's Song
Doobie Brothers,Spirit
Primus,The Final Voyage Of The Liquid Sky
Electric Light Orchestra,Rain Is Falling
Rod Stewart,Just Like A Woman
Leonard Cohen,Never Any Good
Offspring,Cool To Hate
Diana Ross,I'm Still Waiting
Yukmouth,Ya Boy
Hollies,Do You Love Me
Nina Simone,Mississippi Goddam
NOFX,Kill The Rock Stars
Bing Crosby,Blue Room
Alice Cooper,Never Been Sold Before
Nazareth,Homesick Again
Townes Van Zandt,Dollar Bill Blues
Zeromancer,Something For The Pain
Ne-Yo,Feel Better Today
Opeth,The Devil's Orchard
Jason Mraz,Common Pleasure
Rush,The Garden
Don Henley,All She Wants To Do Is Dance
Widespread Panic,Aunt Avis
Dave Matthews Band,One Sweet World
Yellowcard,A Vicious Kind
Taylor Swift,Today Was A Fairytale
Leo Sayer,How Much Love
Hank Williams,Low And Lonely
Howard Jones,ANGELS AND LOVERS
Free,Come Together In The Morning
Jimmy Buffett,Mermaid In The Night
Extreme,Song For Love
Cake,Nugget
Michael Bolton,The Spirit Of American
One Direction,Irresistible
Oliver,The Ride Of Your Life
Z-Ro,Gripping Grain
Richard Marx,Edge Of A Broken Heart
Justin Timberlake,Only When I Walk Away
Reba Mcentire,Nothing To Lose
Venom,In Memory Of (Paul Miller 1964-90)
Billy Joel,When In Rome
Scorpions,Living And Dying
Pogues,Poor Paddy
Jimi Hendrix,In From The Storm
Dusty Springfield,I've Got A Good Thing
Queen Adreena,Razorblade Sky
Ella Fitzgerald,If I Were A Bell
Planetshakers,This Is How We Overcome
U2,A Day Without Me
Ne-Yo,Love Migraine
Freddie Aguilar,Minamahal Kita
Perry Como,Angry
Enrique Iglesias,"Break Me, Shake Me"
Wiz Khalifa,Gone
Status Quo,In My Chair
Nine Inch Nails,Everything
Bruno Mars,The Lazy Song
Zoegirl,Life To Me
Nina Simone,Do Nothin' Till You Hear From Me
Judds,Cow Cow Boogie
Journey,Every Generation
Rihanna,Should I
Britney Spears,From The Bottom Of My Broken Heart
Dusty Springfield,24 Hours From Tulsa
Alabama,Happy Birthday Jesus
Point Of Grace,Praise Forevermore
Townes Van Zandt,Come Tomorrow
